Survived,PassengerId,DTree,Logit,SVM,AdaBoost,Random Forest,Naive Bayes,Neural Network,kNN,DTree (0),DTree (1),Logit (0),Logit (1),SVM (0),SVM (1),AdaBoost (0),AdaBoost (1),Random Forest (0),Random Forest (1),Naive Bayes (0),Naive Bayes (1),Neural Network (0),Neural Network (1),kNN (0),kNN (1)
1.0,906.0,1,1,1,1,1,1,1,1,0.0,1.0,0.13823743565449897,0.861762564345501,0.22137116359683648,0.7786288364031635,2.2204460492503974e-16,0.9999999999999998,0.004672413793103448,0.9953275862068964,0.027848005367713233,0.9721519946322867,0.003870310859678594,0.9961296891403214,0.2857142857142857,0.7142857142857143
0.0,907.0,1,1,1,1,1,1,1,1,0.3333333333333333,0.6666666666666666,0.20391643574724938,0.7960835642527506,0.25136990909229834,0.7486300909077018,2.2204460492503974e-16,0.9999999999999998,0.05788215497000564,0.9421178450299942,0.0880042883395302,0.9119957116604698,0.023049436732030082,0.9769505632679699,0.2857142857142857,0.7142857142857143
0.0,908.0,0,0,0,0,0,0,0,0,0.9649122807017544,0.03508771929824561,0.8477277139695049,0.1522722860304951,0.7937595642648642,0.2062404357351358,0.9999999999999998,2.2204460492503974e-16,0.9091875903740632,0.09081240962593701,0.6738202673211369,0.326179732678863,0.9556823908092031,0.04431760919079681,0.8571428571428571,0.14285714285714285
0.0,909.0,0,0,0,1,0,0,0,0,0.8811881188118812,0.1188118811881188,0.9107076203117217,0.08929237968827827,0.7656509324832713,0.23434906751672893,2.2204460492503974e-16,0.9999999999999998,0.7498712535201529,0.25012874647984673,0.9011515763255278,0.09884842367447223,0.8257189695165802,0.1742810304834198,0.8571428571428571,0.14285714285714285
0.0,910.0,1,1,1,1,1,1,1,1,0.4492753623188406,0.5507246376811594,0.46691527306518454,0.5330847269348155,0.30741094861320467,0.6925890513867953,2.2204460492503974e-16,0.9999999999999998,0.491921310335099,0.508078689664901,0.33878739741933966,0.6612126025806603,0.0818199811125403,0.9181800188874597,0.42857142857142855,0.5714285714285714
0.0,911.0,0,0,1,0,0,1,1,0,0.8571428571428571,0.14285714285714285,0.6103819124494081,0.38961808755059185,0.3138888860524906,0.6861111139475095,0.9999999999999998,2.2204460492503974e-16,0.7216903190895125,0.2783096809104874,0.4544768303007954,0.5455231696992047,0.08383573208330086,0.9161642679166991,0.7142857142857143,0.2857142857142857
0.0,912.0,0,0,0,0,0,1,0,0,0.6604938271604939,0.3395061728395062,0.7464763633207586,0.2535236366792414,0.7886178301520204,0.21138216984797956,0.9999999999999998,2.2204460492503974e-16,0.7516236127863689,0.2483763872136312,0.2584526423827211,0.7415473576172789,0.7377855613669538,0.26221443863304617,0.5714285714285714,0.42857142857142855
1.0,913.0,1,0,0,1,0,0,1,0,0.0,1.0,0.8981601348307716,0.10183986516922842,0.7536898800824787,0.24631011991752122,2.2204460492503974e-16,0.9999999999999998,0.5121096390168972,0.48789036098310284,0.796476693257407,0.203523306742593,0.295970070274162,0.704029929725838,0.5714285714285714,0.42857142857142855
1.0,914.0,1,1,1,1,1,1,1,1,0.0,1.0,0.09781253239949306,0.9021874676005069,0.22716023605081795,0.7728397639491821,2.2204460492503974e-16,0.9999999999999998,0.02349903808688876,0.9765009619131111,0.03606310924384219,0.9639368907561578,0.005518487959781382,0.9944815120402186,0.2857142857142857,0.7142857142857143
0.0,915.0,0,0,0,0,0,1,1,1,0.6604938271604939,0.3395061728395062,0.5488944973201904,0.45110550267980964,0.6814509197599598,0.31854908024004036,0.8968421196206098,0.10315788037939032,0.6186811841823437,0.38131881581765625,0.11860208319359393,0.8813979168064061,0.47025186111036754,0.5297481388896325,0.14285714285714285,0.8571428571428571
0.0,916.0,0,1,1,1,1,1,0,1,0.5,0.5,0.09803684376090471,0.9019631562390953,0.4783190494429226,0.5216809505570774,2.2204460492503974e-16,0.9999999999999998,0.08291666666666667,0.9170833333333335,0.034814715823012786,0.9651852841769871,0.8689529503603098,0.1310470496396902,0.2857142857142857,0.7142857142857143
0.0,917.0,0,0,0,0,0,0,0,0,0.926829268292683,0.07317073170731707,0.9613638614048753,0.03863613859512469,0.7532347129491724,0.24676528705082762,0.9999999999999998,2.2204460492503974e-16,0.8664003001478378,0.1335996998521621,0.7519202118725614,0.24807978812743856,0.8510542852437353,0.1489457147562647,1.0,0.0
1.0,918.0,1,1,1,1,1,1,1,1,0.0,1.0,0.08176731932256887,0.9182326806774311,0.18881313010540746,0.8111868698945923,2.2204460492503974e-16,0.9999999999999998,0.0,1.0,0.010938591195379196,0.9890614088046208,0.0019450480324813002,0.9980549519675187,0.0,1.0
0.0,919.0,0,0,0,1,0,0,0,0,0.8811881188118812,0.1188118811881188,0.9145458866075005,0.08545411339249956,0.7650622486188555,0.23493775138114426,2.2204460492503974e-16,0.9999999999999998,0.720120840735741,0.2798791592642588,0.9163821662157736,0.08361783378422645,0.8389725157965948,0.1610274842034052,0.8571428571428571,0.14285714285714285
0.0,920.0,0,0,0,1,0,1,0,0,0.6604938271604939,0.3395061728395062,0.6867740608833252,0.31322593911667485,0.7930727573604655,0.20692724263953471,2.2204460492503974e-16,0.9999999999999998,0.5567365759022683,0.4432634240977316,0.3656930531411312,0.6343069468588688,0.8607690884537559,0.1392309115462441,0.7142857142857143,0.2857142857142857
0.0,921.0,0,0,0,0,0,0,0,0,0.8732394366197183,0.1267605633802817,0.92622323079866,0.07377676920133996,0.7652601725412598,0.2347398274587403,0.9999999999999998,2.2204460492503974e-16,0.8238462617620341,0.17615373823796593,0.798327727090004,0.20167227290999595,0.8802107042738881,0.11978929572611188,0.8571428571428571,0.14285714285714285
0.0,922.0,0,0,0,0,0,0,0,1,0.926829268292683,0.07317073170731707,0.893341656581287,0.1066583434187131,0.7947923321323002,0.20520766786769973,0.9999999999999998,2.2204460492503974e-16,0.9234575215954185,0.07654247840458156,0.5205942879884208,0.4794057120115793,0.935748236266158,0.06425176373384195,0.42857142857142855,0.5714285714285714
0.0,923.0,0,0,0,0,0,1,0,1,0.6604938271604939,0.3395061728395062,0.7792786383824051,0.2207213616175949,0.792666973990473,0.20733302600952672,0.9999999999999998,2.2204460492503974e-16,0.9099976906812784,0.09000230931872143,0.41512623755419314,0.5848737624458068,0.9188739227205255,0.08112607727947453,0.42857142857142855,0.5714285714285714
0.0,924.0,1,0,0,1,1,1,1,1,0.4492753623188406,0.5507246376811594,0.605544061422428,0.394455938577572,0.5968705325014377,0.4031294674985623,2.2204460492503974e-16,0.9999999999999998,0.49223176249314166,0.5077682375068584,0.14581029517355412,0.854189704826446,0.34151308997913166,0.6584869100208683,0.14285714285714285,0.8571428571428571
0.0,925.0,0,0,0,0,0,1,1,1,0.8333333333333334,0.16666666666666666,0.5776540235608723,0.4223459764391277,0.5998748039949279,0.4001251960050722,0.9999999999999998,2.2204460492503974e-16,0.7678195351776214,0.23218046482237864,0.14581029517355412,0.854189704826446,0.3722786603494147,0.6277213396505853,0.42857142857142855,0.5714285714285714
0.0,926.0,0,0,0,1,0,1,0,1,0.6604938271604939,0.3395061728395062,0.5711036744157751,0.42889632558422486,0.7741076267004657,0.22589237329953418,2.2204460492503974e-16,0.9999999999999998,0.5414780450315645,0.45852195496843556,0.3128065012858817,0.6871934987141183,0.6632832440541407,0.3367167559458592,0.14285714285714285,0.8571428571428571
0.0,927.0,0,0,0,0,0,0,0,0,0.8811881188118812,0.1188118811881188,0.9039622325243757,0.09603776747562431,0.7659779841584033,0.23402201584159654,0.9999999999999998,2.2204460492503974e-16,0.8331350769710586,0.16686492302894124,0.9011515763255278,0.09884842367447223,0.8101365798607224,0.18986342013927762,1.0,0.0
0.0,928.0,1,1,1,0,0,1,1,1,0.4492753623188406,0.5507246376811594,0.4898186558015558,0.5101813441984442,0.3060538773390464,0.6939461226609538,0.9999999999999998,2.2204460492503974e-16,0.7625015485292068,0.23749845147079296,0.3823092784224166,0.6176907215775834,0.08468337429772743,0.9153166257022726,0.42857142857142855,0.5714285714285714
0.0,929.0,1,1,1,0,0,1,1,1,0.4492753623188406,0.5507246376811594,0.4184730831339467,0.5815269168660533,0.3121077263998087,0.6878922736001913,0.9999999999999998,2.2204460492503974e-16,0.8385980988785923,0.16140190112140732,0.2988471942036536,0.7011528057963464,0.07789732654551496,0.922102673454485,0.42857142857142855,0.5714285714285714
0.0,930.0,0,0,0,0,0,0,0,0,0.8732394366197183,0.1267605633802817,0.9197180960085737,0.0802819039914263,0.764798997830858,0.2352010021691422,0.9999999999999998,2.2204460492503974e-16,0.8817300965204611,0.11826990347953922,0.8617643010784357,0.1382356989215643,0.8620504061257415,0.13794959387425854,0.8571428571428571,0.14285714285714285
0.0,931.0,0,0,0,1,0,0,0,1,0.6604938271604939,0.3395061728395062,0.9124512123063909,0.08754878769360906,0.7685153559366288,0.23148464406337124,0.3334095589789105,0.6665904410210894,0.514495208947228,0.485504791052772,0.7052837823200411,0.29471621767995887,0.8473437672155136,0.1526562327844864,0.2857142857142857,0.7142857142857143
0.0,932.0,0,0,0,0,0,0,0,0,0.9649122807017544,0.03508771929824561,0.9562705071078984,0.04372949289210156,0.8107124229817606,0.18928757701823926,0.9999999999999998,2.2204460492503974e-16,0.8701988744539086,0.12980112554609124,0.7122429102677432,0.2877570897322567,0.9303533033872983,0.06964669661270174,0.8571428571428571,0.14285714285714285
0.0,933.0,0,0,0,0,0,1,0,0,0.6604938271604939,0.3395061728395062,0.6104820469373838,0.38951795306261616,0.7817088594541115,0.2182911405458885,0.5,0.5,0.5921049927971577,0.4078950072028422,0.4295363162504897,0.5704636837495104,0.7955717366521637,0.20442826334783631,0.8571428571428571,0.14285714285714285
0.0,934.0,0,0,0,0,0,0,0,0,0.9649122807017544,0.03508771929824561,0.950774370951353,0.04922562904864701,0.7520697466459116,0.2479302533540883,0.9999999999999998,2.2204460492503974e-16,0.8376087889174287,0.16239121108257096,0.9102038043882227,0.08979619561177735,0.8922506162086892,0.10774938379131085,1.0,0.0
1.0,935.0,1,1,1,1,1,1,1,1,0.0,1.0,0.2514816576461417,0.7485183423538583,0.2462058104547655,0.7537941895452346,2.2204460492503974e-16,0.9999999999999998,0.02036730455923243,0.9796326954407677,0.18150055845593432,0.8184994415440656,0.03172665139313913,0.9682733486068609,0.42857142857142855,0.5714285714285714
1.0,936.0,1,1,1,1,1,1,1,1,0.0,1.0,0.13609505388861354,0.8639049461113865,0.21997476440553268,0.7800252355944672,2.2204460492503974e-16,0.9999999999999998,0.004672413793103448,0.9953275862068964,0.027848005367713233,0.9721519946322867,0.005248774862231631,0.9947512251377684,0.2857142857142857,0.7142857142857143
0.0,937.0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.9203376158477039,0.07966238415229614,0.7639555938815483,0.23604440611845157,0.9999999999999998,2.2204460492503974e-16,0.8452875322808887,0.15471246771911124,0.8617643010784357,0.1382356989215643,0.8605635421027911,0.13943645789720896,0.8571428571428571,0.14285714285714285
0.0,938.0,0,0,0,1,0,1,0,0,0.6604938271604939,0.3395061728395062,0.714580788890029,0.28541921110997104,0.7950448639976696,0.20495513600233042,2.2204460492503974e-16,0.9999999999999998,0.7229548321029202,0.2770451678970801,0.3656930531411312,0.6343069468588688,0.8791031380457663,0.12089686195423367,0.7142857142857143,0.2857142857142857
0.0,939.0,0,0,0,0,0,0,0,0,0.8811881188118812,0.1188118811881188,0.9311530830226502,0.06884691697734978,0.7598179149257707,0.24018208507422947,0.9089966992884692,0.09100330071153083,0.8531811816218422,0.14681881837815736,0.9297673675604143,0.07023263243958572,0.8905728851119814,0.10942711488801858,0.8571428571428571,0.14285714285714285
1.0,940.0,1,1,1,1,1,1,1,1,0.0,1.0,0.18338368857524945,0.8166163114247506,0.2502869046537747,0.7497130953462254,2.2204460492503974e-16,0.9999999999999998,0.02794047619047619,0.9720595238095239,0.027848005367713233,0.9721519946322867,0.0023320738264897,0.9976679261735103,0.14285714285714285,0.8571428571428571
0.0,941.0,1,0,0,1,0,1,1,1,0.4492753623188406,0.5507246376811594,0.6341118294862215,0.36588817051377853,0.5906323528716969,0.4093676471283032,2.2204460492503974e-16,0.9999999999999998,0.5443883738556355,0.4556116261443644,0.11559296443233996,0.8844070355676601,0.30349150470217645,0.6965084952978235,0.2857142857142857,0.7142857142857143
0.0,942.0,0,0,0,0,0,1,0,1,0.6604938271604939,0.3395061728395062,0.5204279806681016,0.4795720193318984,0.7605341165816976,0.2394658834183027,0.9999999982860169,1.713983060880879e-09,0.5605703179988166,0.43942968200118343,0.2736910007099386,0.7263089992900613,0.6252902801001432,0.3747097198998568,0.14285714285714285,0.8571428571428571
0.0,943.0,0,0,0,0,0,0,0,0,0.8732394366197183,0.1267605633802817,0.8093488717735502,0.19065112822644986,0.7919957912754854,0.20800420872451458,0.9999999999999998,2.2204460492503974e-16,0.8837459644273917,0.11625403557260841,0.5400327581130593,0.45996724188694077,0.9320811811648411,0.0679188188351589,1.0,0.0
1.0,944.0,1,1,1,1,1,1,1,1,0.0,1.0,0.22321468319235638,0.7767853168076436,0.25942341065660757,0.7405765893433924,2.2204460492503974e-16,0.9999999999999998,0.030603509076070054,0.9693964909239302,0.0333103586940594,0.9666896413059406,0.010421178328081093,0.9895788216719189,0.14285714285714285,0.8571428571428571
0.0,945.0,0,1,1,1,1,1,0,1,0.5,0.5,0.04383176220374552,0.9561682377962545,0.44844751004655614,0.5515524899534439,2.2204460492503974e-16,0.9999999999999998,0.12112500000000001,0.8788749999999999,0.015989600630053218,0.9840103993699467,0.793904750779851,0.20609524922014902,0.2857142857142857,0.7142857142857143
0.0,946.0,0,0,0,0,0,0,0,0,0.8732394366197183,0.1267605633802817,0.8227857285922701,0.17721427140772994,0.7935737288711222,0.20642627112887785,0.9999999999999998,2.2204460492503974e-16,0.8352836912151234,0.16471630878487672,0.5864767335971095,0.41352326640289055,0.943635947854303,0.05636405214569697,1.0,0.0
0.0,947.0,0,0,0,0,0,0,0,0,0.6604938271604939,0.3395061728395062,0.8879816058330353,0.11201839416696466,0.7819689114169877,0.21803108858301234,0.9999999999999998,2.2204460492503974e-16,0.9251705492628406,0.07482945073715942,0.5392121150043838,0.46078788499561607,0.7452152642850353,0.25478473571496474,1.0,0.0
0.0,948.0,0,0,0,0,0,0,0,0,0.9649122807017544,0.03508771929824561,0.940924584962938,0.05907541503706199,0.7555058294708037,0.24449417052919625,0.9999999999999998,2.2204460492503974e-16,0.8902661201611402,0.10973387983885981,0.9102038043882227,0.08979619561177735,0.899975818228226,0.10002418177177394,1.0,0.0
0.0,949.0,0,0,0,0,0,0,0,0,0.8811881188118812,0.1188118811881188,0.9204453371842826,0.0795546628157174,0.7638053081191537,0.23619469188084635,0.9999999999999998,2.2204460492503974e-16,0.8637085876746734,0.13629141232532638,0.9163821662157736,0.08361783378422645,0.8603042244499505,0.1396957755500495,0.8571428571428571,0.14285714285714285
0.0,950.0,0,0,0,0,0,0,0,0,0.8732394366197183,0.1267605633802817,0.928235685089759,0.071764314910241,0.7633564675564021,0.23664353244359798,0.9999999999999998,2.2204460492503974e-16,0.8437348894692721,0.15626511053072784,0.798327727090004,0.20167227290999595,0.8894046462662833,0.11059535373371665,1.0,0.0
1.0,951.0,1,1,1,1,1,1,1,1,0.0,1.0,0.03701602365267065,0.9629839763473294,0.4323926517856685,0.5676073482143313,2.2204460492503974e-16,0.9999999999999998,0.0025,0.9975,0.027848005367713233,0.9721519946322867,0.016435722033783184,0.9835642779662168,0.2857142857142857,0.7142857142857143
0.0,952.0,0,0,0,0,0,0,0,0,0.9534883720930233,0.046511627906976744,0.8993786796327062,0.10062132036729378,0.7661452862665434,0.23385471373345654,0.9999999999999998,2.2204460492503974e-16,0.8879247318744795,0.11207526812552038,0.9011515763255278,0.09884842367447223,0.7990759741874331,0.20092402581256683,1.0,0.0
0.0,953.0,0,0,0,0,0,0,0,1,0.8732394366197183,0.1267605633802817,0.8340291959136524,0.16597080408634754,0.7936508916653864,0.2063491083346138,0.9999999999999998,2.2204460492503974e-16,0.7871993423431465,0.2128006576568534,0.7295834657630342,0.27041653423696577,0.9506446698944698,0.0493553301055302,0.42857142857142855,0.5714285714285714
0.0,954.0,0,0,0,0,0,0,0,0,0.8811881188118812,0.1188118811881188,0.9023148847630961,0.09768511523690394,0.7662657145962551,0.23373428540374472,0.9999999999999998,2.2204460492503974e-16,0.8770448040170267,0.12295519598297318,0.9011515763255278,0.09884842367447223,0.807315950174764,0.19268404982523601,0.8571428571428571,0.14285714285714285
1.0,955.0,1,1,1,1,1,1,1,1,0.2682926829268293,0.7317073170731707,0.42752952170714553,0.5724704782928545,0.3108882492208256,0.6891117507791745,2.2204460492503974e-16,0.9999999999999998,0.2472454903541068,0.7527545096458933,0.4283372421858992,0.5716627578141009,0.07601793772597054,0.9239820622740295,0.14285714285714285,0.8571428571428571
0.0,956.0,0,1,1,0,1,1,0,1,0.6604938271604939,0.3395061728395062,0.285571216645932,0.714428783354068,0.5168672536412778,0.48313274635872233,0.9936068307771581,0.00639316922284195,0.35014190275266216,0.6498580972473376,0.14123569119288948,0.8587643088071105,0.9963390404053863,0.00366095959461365,0.2857142857142857,0.7142857142857143
1.0,957.0,1,1,1,1,1,1,1,1,0.0,1.0,0.24281471645147668,0.7571852835485233,0.2451742999163641,0.7548257000836359,2.2204460492503974e-16,0.9999999999999998,0.0812576739937195,0.9187423260062808,0.1043961811259907,0.8956038188740092,0.029573396853354472,0.9704266031466455,0.42857142857142855,0.5714285714285714
1.0,958.0,1,1,1,1,1,1,1,1,0.2682926829268293,0.7317073170731707,0.39624356433060026,0.6037564356693997,0.3143147018960314,0.6856852981039686,2.2204460492503974e-16,0.9999999999999998,0.4094361866824019,0.5905638133175981,0.4283372421858992,0.5716627578141009,0.07680778499692631,0.9231922150030737,0.42857142857142855,0.5714285714285714
0.0,959.0,0,0,0,0,0,1,0,0,0.6604938271604939,0.3395061728395062,0.7138244010566266,0.28617559894337335,0.7934739407122177,0.20652605928778228,0.9999999999999998,2.2204460492503974e-16,0.8119869982207565,0.18801300177924396,0.2584526423827211,0.7415473576172789,0.8399128193466613,0.16008718065333874,0.5714285714285714,0.42857142857142855
0.0,960.0,0,0,0,0,0,1,0,1,0.6604938271604939,0.3395061728395062,0.6164774511611294,0.3835225488388706,0.7833589107396353,0.2166410892603647,0.9999999999999998,2.2204460492503974e-16,0.699661519377581,0.3003384806224194,0.4295363162504897,0.5704636837495104,0.7985663874040378,0.2014336125959621,0.42857142857142855,0.5714285714285714
0.0,961.0,0,1,1,1,1,1,0,1,0.5,0.5,0.16529767107048055,0.8347023289295195,0.5085124980201621,0.4914875019798379,2.2204460492503974e-16,0.9999999999999998,0.17577380952380953,0.8242261904761905,0.034814715823012786,0.9651852841769871,0.9531826532444635,0.046817346755536546,0.2857142857142857,0.7142857142857143
1.0,962.0,1,1,1,0,1,1,1,0,0.2682926829268293,0.7317073170731707,0.4432748451953257,0.5567251548046743,0.30935170906972465,0.6906482909302757,0.9999999999999998,2.2204460492503974e-16,0.34020808268950503,0.6597919173104948,0.4738868805114627,0.5261131194885372,0.07799069298204109,0.9220093070179589,0.5714285714285714,0.42857142857142855
0.0,963.0,0,0,0,0,0,0,0,0,0.9534883720930233,0.046511627906976744,0.9104155664000292,0.08958443359997086,0.7660571174377553,0.23394288256224477,0.9999999999999998,2.2204460492503974e-16,0.8871245193455575,0.11287548065444276,0.9011515763255278,0.09884842367447223,0.8266479601691809,0.17335203983081918,0.8571428571428571,0.14285714285714285
0.0,964.0,1,1,1,0,0,1,1,1,0.4492753623188406,0.5507246376811594,0.48292095532537804,0.517079044674622,0.3063807701969031,0.6936192298030971,0.9968805820085894,0.00311941799141052,0.5351167563577265,0.4648832436422737,0.33878739741933966,0.6612126025806603,0.0833456331316399,0.9166543668683601,0.2857142857142857,0.7142857142857143
0.0,965.0,0,0,0,0,0,1,0,0,0.6604938271604939,0.3395061728395062,0.5983878369940658,0.4016121630059342,0.7791436532111723,0.2208563467888275,0.9999999999999998,2.2204460492503974e-16,0.6312399092793669,0.36876009072063326,0.38398024943681436,0.6160197505631856,0.7754643843999298,0.22453561560007018,0.7142857142857143,0.2857142857142857
1.0,966.0,1,1,1,1,1,1,1,1,0.0,1.0,0.046583829660883924,0.9534161703391161,0.36718069249454954,0.6328193075054505,2.2204460492503974e-16,0.9999999999999998,0.0025,0.9975,0.027848005367713233,0.9721519946322867,0.0060330483221667786,0.9939669516778332,0.2857142857142857,0.7142857142857143
0.0,967.0,0,1,0,0,0,1,0,1,0.6604938271604939,0.3395061728395062,0.3880847989150814,0.6119152010849186,0.6202658648868355,0.3797341351131646,0.9999999999999998,2.2204460492503974e-16,0.6037842546821429,0.396215745317857,0.3128065012858817,0.6871934987141183,0.5458257675882586,0.4541742324117414,0.42857142857142855,0.5714285714285714
0.0,968.0,0,0,0,0,0,0,0,0,0.8732394366197183,0.1267605633802817,0.931050195169761,0.06894980483023905,0.7599591596292221,0.240040840370778,0.9999999999999998,2.2204460492503974e-16,0.8690145599210856,0.13098544007891444,0.882774079975404,0.11722592002459596,0.8907366358749433,0.10926336412505665,1.0,0.0
1.0,969.0,1,1,1,1,1,1,1,0,0.18181818181818182,0.8181818181818182,0.20043224479304433,0.7995677552069557,0.2454001293391453,0.7545998706608544,2.2204460492503974e-16,0.9999999999999998,0.10564642211898308,0.894353577881017,0.045240666319388015,0.954759333680612,0.0146190634781026,0.9853809365218974,0.5714285714285714,0.42857142857142855
0.0,970.0,0,0,0,0,0,0,0,1,0.8732394366197183,0.1267605633802817,0.825337920546978,0.1746620794530221,0.7929535147277522,0.20704648527224787,0.9999999999999998,2.2204460492503974e-16,0.8529682918201023,0.14703170817989794,0.7295834657630342,0.27041653423696577,0.9442606458829457,0.05573935411705429,0.42857142857142855,0.5714285714285714
1.0,971.0,1,1,1,0,1,1,1,0,0.2682926829268293,0.7317073170731707,0.4432748451953257,0.5567251548046743,0.30935170906972465,0.6906482909302757,0.9999999999999998,2.2204460492503974e-16,0.34020808268950503,0.6597919173104948,0.4738868805114627,0.5261131194885372,0.07799069298204109,0.9220093070179589,0.5714285714285714,0.42857142857142855
1.0,972.0,1,0,0,1,1,0,1,1,0.0,1.0,0.8824779594326068,0.11752204056739322,0.7510391156759378,0.24896088432406233,2.2204460492503974e-16,0.9999999999999998,0.22141452685552138,0.7785854731444786,0.5392121150043838,0.46078788499561607,0.40634088368354104,0.593659116316459,0.14285714285714285,0.8571428571428571
0.0,973.0,0,0,0,0,0,1,1,1,0.6604938271604939,0.3395061728395062,0.6449583152756048,0.35504168472439523,0.604686268185604,0.39531373181439616,0.9999988737188994,1.1262811005590542e-06,0.6637137998395812,0.3362862001604187,0.2584526423827211,0.7415473576172789,0.1656000739122695,0.8343999260877305,0.42857142857142855,0.5714285714285714
